id,canonical_name,primary_category,secondary_category,vlm_type_norm,material_type_norm,absorption_level,alpha_mid,alpha_high,source_group,source_material_name,a125,a250,a500,a1000,a2000,a4000,a8000
ptb_2176_faserabsorber_auf_gelochter_platte_gelochte_g,"RL mit Haufenlochung — Faserabsorber auf gelochter Platte, gelochte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Lochdurchmesser 6 mm, 12 mm, 20 mm und 36 mm, Haufenlochung, Lochflächenanteil 4 %",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,semi_reflective,0.26,0.18,ptb,"PTB No. 2176: Faserabsorber auf gelochter Platte, gelochte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Lochdurchmesser 6 mm, 12 mm, 20 mm und 36 mm, Haufenlochung, Lochflächenanteil 4 %",0.38,0.62,0.38,0.22,0.18,0.18,0.0
ptb_2177_faserabsorber_auf_gelochter_platte_gelochte_g,"RL mit Haufenlochung — Faserabsorber auf gelochter Platte, gelochte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Lochdurchmesser 6 mm, 12 mm, 20 mm und 36 mm, Haufenlochung, Lochflächenanteil 4 %",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,semi_reflective,0.26,0.205,ptb,"PTB No. 2177: Faserabsorber auf gelochter Platte, gelochte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Lochdurchmesser 6 mm, 12 mm, 20 mm und 36 mm, Haufenlochung, Lochflächenanteil 4 %",0.43,0.57,0.33,0.25,0.2,0.21,0.0
ptb_2178_faserabsorber_auf_gelochter_platte_gelochte_g,"RL mit Haufenlochung — Faserabsorber auf gelochter Platte, gelochte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Lochdurchmesser 6 mm, 12 mm, 20 mm und 36 mm, Haufenlochung, Lochflächenanteil 4 %",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,semi_reflective,0.28,0.245,ptb,"PTB No. 2178: Faserabsorber auf gelochter Platte, gelochte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Lochdurchmesser 6 mm, 12 mm, 20 mm und 36 mm, Haufenlochung, Lochflächenanteil 4 %",0.52,0.42,0.35,0.26,0.23,0.26,0.0
ptb_2179_faserabsorber_auf_geschlitzter_platte_geschli,"RS — Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 2,5 mm, Stegbreite 10,8 mm, regelmäßige Schlitzung, Schlitzflächenanteil 8 %",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,absorptive,0.5567,0.365,ptb,"PTB No. 2179: Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 2,5 mm, Stegbreite 10,8 mm, regelmäßige Schlitzung, Schlitzflächenanteil 8 %",0.34,0.85,0.82,0.5,0.35,0.38,0.0
ptb_2180_faserabsorber_auf_geschlitzter_platte_geschli,"RS — Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 2,5 mm, Stegbreite 10,8 mm, regelmäßige Schlitzung, Schlitzflächenanteil 8 %",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,absorptive,0.5633,0.385,ptb,"PTB No. 2180: Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 2,5 mm, Stegbreite 10,8 mm, regelmäßige Schlitzung, Schlitzflächenanteil 8 %",0.39,0.88,0.74,0.56,0.39,0.38,0.0
ptb_2181_faserabsorber_auf_geschlitzter_platte_geschli,"RS — Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 2,5 mm, Stegbreite 10,8 mm, regelmäßige Schlitzung, Schlitzflächenanteil 8 %",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,absorptive,0.5167,0.385,ptb,"PTB No. 2181: Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 2,5 mm, Stegbreite 10,8 mm, regelmäßige Schlitzung, Schlitzflächenanteil 8 %",0.86,0.77,0.6,0.56,0.39,0.38,0.0
ptb_2182_faserabsorber_auf_geschlitzter_platte_geschli,"RSK 22 — Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 6 mm, Stegbreite 7,3 mm, Blockschlitzung, Schlitzflächenanteil 9,5 %",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,absorptive,0.5533,0.315,ptb,"PTB No. 2182: Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 6 mm, Stegbreite 7,3 mm, Blockschlitzung, Schlitzflächenanteil 9,5 %",0.22,0.66,0.8,0.52,0.34,0.29,0.0
ptb_2183_faserabsorber_auf_geschlitzter_platte_geschli,"RSK 22 — Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 6 mm, Stegbreite 7,3 mm, Blockschlitzung, Schlitzflächenanteil 9,5 %",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,absorptive,0.5667,0.365,ptb,"PTB No. 2183: Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 6 mm, Stegbreite 7,3 mm, Blockschlitzung, Schlitzflächenanteil 9,5 %",0.41,0.78,0.79,0.5,0.41,0.32,0.0
ptb_2184_faserabsorber_auf_geschlitzter_platte_geschli,"RSK 22 — Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 6 mm, Stegbreite 7,3 mm, Blockschlitzung, Schlitzflächenanteil 9,5 %",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,absorptive,0.4667,0.345,ptb,"PTB No. 2184: Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 6 mm, Stegbreite 7,3 mm, Blockschlitzung, Schlitzflächenanteil 9,5 %",0.45,0.66,0.57,0.46,0.37,0.32,0.0
ptb_2185_faserabsorber_auf_geschlitzter_platte_geschli,"RSK S21 — Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 6 mm, Stegbreite 17 mm, versetzte Schlitzung, Schlitzflächenanteil 20 %",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,highly_absorptive,0.8633,0.685,ptb,"PTB No. 2185: Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 6 mm, Stegbreite 17 mm, versetzte Schlitzung, Schlitzflächenanteil 20 %",0.2,0.65,1.0,0.87,0.71,0.66,0.0
ptb_2186_faserabsorber_auf_geschlitzter_platte_geschli,"RSK S21 — Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 6 mm, Stegbreite 17 mm, versetzte Schlitzung, Schlitzflächenanteil 20 %",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,highly_absorptive,0.7767,0.66,ptb,"PTB No. 2186: Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 6 mm, Stegbreite 17 mm, versetzte Schlitzung, Schlitzflächenanteil 20 %",0.37,0.8,0.94,0.66,0.73,0.59,0.0
ptb_2187_faserabsorber_auf_geschlitzter_platte_geschli,"RSK S21 — Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 6 mm, Stegbreite 17 mm, versetzte Schlitzung, Schlitzflächenanteil 20 %",Acoustic Treatment,thin_panel_resonant,acoustic_treatment,thin_panel_resonant,highly_absorptive,0.7333,0.7,ptb,"PTB No. 2187: Faserabsorber auf geschlitzter Platte, geschlitzte Gipskartonplatte mit hinterlegtem Faservlies und hinterlegter Mineralfaserplatte, Schlitzbreite 6 mm, Stegbreite 17 mm, versetzte Schlitzung, Schlitzflächenanteil 20 %",0.62,0.82,0.66,0.78,0.76,0.64,0.0
ptb_2188_gipsplatte_gelocht_8_12_50_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 8-12/50 — Gipsplatte, gelocht 8-12/50, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6767,0.45,ptb,"PTB No. 2188: Gipsplatte, gelocht 8-12/50, mit Akustikvlies",0.19,0.34,0.71,0.81,0.51,0.39,0.0
ptb_2189_gipsplatte_gelocht_8_12_50_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 8-12/50 — Gipsplatte, gelocht 8-12/50, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6,0.435,ptb,"PTB No. 2189: Gipsplatte, gelocht 8-12/50, mit Akustikvlies",0.39,0.67,0.76,0.55,0.49,0.38,0.0
ptb_2190_gipsplatte_gelocht_8_12_50_mit_akustikvlies_2,"Rigiton Lochplatte mit Akustikvlies 8-12/50 — Gipsplatte, gelocht 8-12/50, mit Akustikvlies, 20 mm Mineralwolle",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.72,0.535,ptb,"PTB No. 2190: Gipsplatte, gelocht 8-12/50, mit Akustikvlies, 20 mm Mineralwolle",0.4,0.75,0.81,0.72,0.63,0.44,0.0
ptb_2191_gipsplatte_gelocht_8_18_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 8/18 — Gipsplatte, gelocht 8/18, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7067,0.525,ptb,"PTB No. 2191: Gipsplatte, gelocht 8/18, mit Akustikvlies",0.16,0.3,0.67,0.86,0.59,0.46,0.0
ptb_2192_gipsplatte_gelocht_8_18_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 8/18 — Gipsplatte, gelocht 8/18, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6733,0.43,ptb,"PTB No. 2192: Gipsplatte, gelocht 8/18, mit Akustikvlies",0.44,0.78,0.96,0.55,0.51,0.35,0.0
ptb_2193_gipsplatte_gelocht_8_18_mit_akustikvlies_50_m,"Rigiton Lochplatte mit Akustikvlies 8/18 — Gipsplatte, gelocht 8/18, mit Akustikvlies, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8233,0.565,ptb,"PTB No. 2193: Gipsplatte, gelocht 8/18, mit Akustikvlies, 50 mm Mineralwolle im Hohlraum",0.67,1.0,0.96,0.85,0.66,0.47,0.0
ptb_2194_gipsplatte_gelocht_8_18_mit_akustikvlies_20_m,"Rigiton Lochplatte mit Akustikvlies 8/18 — Gipsplatte, gelocht 8/18, mit Akustikvlies, 20 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.72,0.535,ptb,"PTB No. 2194: Gipsplatte, gelocht 8/18, mit Akustikvlies, 20 mm Mineralwolle im Hohlraum",0.4,0.75,0.81,0.72,0.63,0.44,0.0
ptb_2195_gipsplatte_gelocht_8_18_q_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 8/18 Q — Gipsplatte, gelocht 8/18 Q, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7133,0.565,ptb,"PTB No. 2195: Gipsplatte, gelocht 8/18 Q, mit Akustikvlies",0.15,0.27,0.61,0.88,0.65,0.48,0.0
ptb_2196_gipsplatte_gelocht_8_18_q_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 8/18 Q — Gipsplatte, gelocht 8/18 Q, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.65,0.54,ptb,"PTB No. 2196: Gipsplatte, gelocht 8/18 Q, mit Akustikvlies",0.38,0.68,0.83,0.54,0.58,0.5,0.0
ptb_2197_gipsplatte_gelocht_8_18_q_mit_akustikvlies_20,"Rigiton Lochplatte mit Akustikvlies 8/18 Q — Gipsplatte, gelocht 8/18 Q, mit Akustikvlies, 20 mm Mineralwolle",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8233,0.765,ptb,"PTB No. 2197: Gipsplatte, gelocht 8/18 Q, mit Akustikvlies, 20 mm Mineralwolle",0.37,0.77,0.88,0.77,0.82,0.71,0.0
ptb_2198_gipsplatte_gelocht_10_23_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 10/23 — Gipsplatte, gelocht 10/23, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7267,0.405,ptb,"PTB No. 2198: Gipsplatte, gelocht 10/23, mit Akustikvlies",0.1,0.28,0.69,0.94,0.55,0.26,0.0
ptb_2199_gipsplatte_gelocht_10_23_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 10/23 — Gipsplatte, gelocht 10/23, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.64,0.385,ptb,"PTB No. 2199: Gipsplatte, gelocht 10/23, mit Akustikvlies",0.46,0.8,0.88,0.56,0.48,0.29,0.0
ptb_2200_gipsplatte_gelocht_10_23_mit_akustikvlies_50,"Rigiton Lochplatte mit Akustikvlies 10/23 — Gipsplatte, gelocht 10/23, mit Akustikvlies, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8,0.525,ptb,"PTB No. 2200: Gipsplatte, gelocht 10/23, mit Akustikvlies, 50 mm Mineralwolle im Hohlraum",0.67,1.0,0.92,0.84,0.64,0.41,0.0
ptb_2201_gipsplatte_gelocht_15_30_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 15/30 — Gipsplatte, gelocht 15/30, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6733,0.4,ptb,"PTB No. 2201: Gipsplatte, gelocht 15/30, mit Akustikvlies",0.1,0.23,0.62,0.87,0.53,0.27,0.0
ptb_2202_gipsplatte_gelocht_15_30_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 15/30 — Gipsplatte, gelocht 15/30, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6367,0.405,ptb,"PTB No. 2202: Gipsplatte, gelocht 15/30, mit Akustikvlies",0.43,0.69,0.9,0.53,0.48,0.33,0.0
ptb_2203_gipsplatte_gelocht_15_30_mit_akustikvlies_50,"Rigiton Lochplatte mit Akustikvlies 15/30 — Gipsplatte, gelocht 15/30, mit Akustikvlies, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8533,0.605,ptb,"PTB No. 2203: Gipsplatte, gelocht 15/30, mit Akustikvlies, 50 mm Mineralwolle im Hohlraum",0.68,1.0,1.0,0.85,0.71,0.5,0.0
ptb_2204_gipsplatte_gelocht_12_20_66_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 12-20/66 — Gipsplatte, gelocht 12-20/66, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6667,0.41,ptb,"PTB No. 2204: Gipsplatte, gelocht 12-20/66, mit Akustikvlies",0.12,0.22,0.58,0.89,0.53,0.29,0.0
ptb_2205_gipsplatte_gelocht_12_20_66_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 12-20/66 — Gipsplatte, gelocht 12-20/66, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6433,0.41,ptb,"PTB No. 2205: Gipsplatte, gelocht 12-20/66, mit Akustikvlies",0.46,0.71,0.89,0.53,0.51,0.31,0.0
ptb_2206_gipsplatte_gelocht_12_20_66_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 12-20/66 — Gipsplatte, gelocht 12-20/66, mit Akustikvlies, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8533,0.615,ptb,"PTB No. 2206: Gipsplatte, gelocht 12-20/66, mit Akustikvlies, 50 mm Mineralwolle im Hohlraum",0.6,1.0,1.0,0.85,0.71,0.52,0.0
ptb_2207_gipsplatte_gelocht_8_15_20_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 8-15-20 — Gipsplatte, gelocht 8-15-20, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.4867,0.145,ptb,"PTB No. 2207: Gipsplatte, gelocht 8-15-20, mit Akustikvlies",0.13,0.4,0.68,0.55,0.23,0.06,0.0
ptb_2208_gipsplatte_gelocht_8_15_20_mit_akustikvlies,"Rigiton Lochplatte mit Akustikvlies 8-15-20 — Gipsplatte, gelocht 8-15-20, mit Akustikvlies",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.42,0.17,ptb,"PTB No. 2208: Gipsplatte, gelocht 8-15-20, mit Akustikvlies",0.44,0.75,0.64,0.4,0.22,0.12,0.0
ptb_2209_gipsplatte_gelocht_8_15_20_mit_akustikvlies_5,"Rigiton Lochplatte mit Akustikvlies 8-15-20 — Gipsplatte, gelocht 8-15-20, mit Akustikvlies, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.4967,0.24,ptb,"PTB No. 2209: Gipsplatte, gelocht 8-15-20, mit Akustikvlies, 50 mm Mineralwolle im Hohlraum",0.57,0.73,0.67,0.52,0.3,0.18,0.0
ptb_2210_gipsplatte_gelocht_8_15_20_super,"Rigiton Lochplatte 8-15-20 super — Gipsplatte, gelocht 8-15-20 ,super",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6467,0.43,ptb,"PTB No. 2210: Gipsplatte, gelocht 8-15-20 ,super",0.15,0.4,0.72,0.79,0.43,0.43,0.0
ptb_2211_gipsplatte_gelocht_8_15_20_super,"Rigiton Lochplatte 8-15-20 super — Gipsplatte, gelocht 8-15-20 ,super",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5667,0.32,ptb,"PTB No. 2211: Gipsplatte, gelocht 8-15-20 ,super",0.4,0.78,0.8,0.52,0.38,0.26,0.0
ptb_2212_gipsplatte_gelocht_8_15_20_super_50_mm_minera,"Rigiton Lochplatte 8-15-20 super — Gipsplatte, gelocht 8-15-20, super, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6567,0.365,ptb,"PTB No. 2212: Gipsplatte, gelocht 8-15-20, super, 50 mm Mineralwolle im Hohlraum",0.57,0.84,0.81,0.71,0.45,0.28,0.0
ptb_2213_gipsplatte_gelocht_6_18_rigiton_6_18,"Rigiton 6/18 — Gipsplatte, gelocht 6/18, Rigiton 6/18",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6633,0.495,ptb,"PTB No. 2213: Gipsplatte, gelocht 6/18, Rigiton 6/18",0.15,0.36,0.73,0.75,0.51,0.48,0.0
ptb_2214_gipsplatte_gelocht_6_18_rigiton_6_18,"Rigiton 6/18 — Gipsplatte, gelocht 6/18, Rigiton 6/18",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5933,0.37,ptb,"PTB No. 2214: Gipsplatte, gelocht 6/18, Rigiton 6/18",0.36,0.71,0.79,0.55,0.44,0.3,0.0
ptb_2215_gipsplatte_gelocht_6_18_rigiton_6_18_50_mm_mi,"Rigiton 6/18 — Gipsplatte, gelocht 6/18, Rigiton 6/18, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6767,0.4,ptb,"PTB No. 2215: Gipsplatte, gelocht 6/18, Rigiton 6/18, 50 mm Mineralwolle im Hohlraum",0.59,0.84,0.8,0.72,0.51,0.29,0.0
ptb_2216_gipsplatte_gelocht_6_30_rigiton_6_30,"Rigiton 6/30 — Gipsplatte, gelocht 6/30, Rigiton 6/30",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.3967,0.25,ptb,"PTB No. 2216: Gipsplatte, gelocht 6/30, Rigiton 6/30",0.24,0.42,0.51,0.42,0.26,0.24,0.0
ptb_2217_gipsplatte_gelocht_6_30_rigiton_6_30,"Rigiton 6/30 — Gipsplatte, gelocht 6/30, Rigiton 6/30",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.3633,0.2,ptb,"PTB No. 2217: Gipsplatte, gelocht 6/30, Rigiton 6/30",0.3,0.52,0.49,0.36,0.24,0.16,0.0
ptb_2218_gipsplatte_gelocht_6_30_rigiton_6_30_50_mm_mi,"Rigiton 6/30 — Gipsplatte, gelocht 6/30, Rigiton 6/30, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.4133,0.16,ptb,"PTB No. 2218: Gipsplatte, gelocht 6/30, Rigiton 6/30, 50 mm Mineralwolle im Hohlraum",0.49,0.56,0.55,0.44,0.25,0.07,0.0
ptb_2219_gipsplatte_gelocht_12_25_rigiton_12_25,"Rigiton 12/25 — Gipsplatte, gelocht 12/25, Rigiton 12/25",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7233,0.56,ptb,"PTB No. 2219: Gipsplatte, gelocht 12/25, Rigiton 12/25",0.08,0.27,0.66,0.87,0.64,0.48,0.0
ptb_2220_gipsplatte_gelocht_12_25_rigiton_12_25,"Rigiton 12/25 — Gipsplatte, gelocht 12/25, Rigiton 12/25",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.68,0.47,ptb,"PTB No. 2220: Gipsplatte, gelocht 12/25, Rigiton 12/25",0.4,0.77,0.9,0.58,0.56,0.38,0.0
ptb_2221_gipsplatte_gelocht_12_25_rigiton_12_25_50_mm,"Rigiton 12/25 — Gipsplatte, gelocht 12/25, Rigiton 12/25, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.84,0.595,ptb,"PTB No. 2221: Gipsplatte, gelocht 12/25, Rigiton 12/25, 50 mm Mineralwolle im Hohlraum",0.59,0.97,0.96,0.85,0.71,0.48,0.0
ptb_2222_gipsplatte_gelocht_12_25_rigiton_12_25_q,"Rigiton 12/25 — Gipsplatte, gelocht 12/25, Rigiton 12/25 Q",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7833,0.71,ptb,"PTB No. 2222: Gipsplatte, gelocht 12/25, Rigiton 12/25 Q",0.1,0.34,0.69,0.88,0.78,0.64,0.0
ptb_2223_gipsplatte_gelocht_12_25_rigiton_12_25_q,"Rigiton 12/25 — Gipsplatte, gelocht 12/25, Rigiton 12/25 Q",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7467,0.605,ptb,"PTB No. 2223: Gipsplatte, gelocht 12/25, Rigiton 12/25 Q",0.42,0.7,0.92,0.64,0.68,0.53,0.0
ptb_2224_gipsplatte_gelocht_12_25_rigiton_12_25_q_50_m,"Rigiton 12/25 — Gipsplatte, gelocht 12/25, Rigiton 12/25 Q, 50 mm Mineralwolle im Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8967,0.74,ptb,"PTB No. 2224: Gipsplatte, gelocht 12/25, Rigiton 12/25 Q, 50 mm Mineralwolle im Hohlraum",0.58,0.92,0.99,0.86,0.84,0.64,0.0
ptb_2225_gipsplatte_gelocht_12_25_rigiton_12_25_q_mit,"Rigiton 12/25 — Gipsplatte, gelocht 12/25, Rigiton 12/25 Q mit Scherff Akustikputz, 40 mm Mineralwolle",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.86,0.575,ptb,"PTB No. 2225: Gipsplatte, gelocht 12/25, Rigiton 12/25 Q mit Scherff Akustikputz, 40 mm Mineralwolle",0.29,0.66,1.0,0.96,0.62,0.53,0.0
ptb_2226_gipsplatte_gelocht_12_25_rigiton_12_25_q_mit,"Rigiton 12/25 — Gipsplatte, gelocht 12/25, Rigiton 12/25 Q mit Scherff Akustikputz, 40 mm Mineralwolle",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8533,0.63,ptb,"PTB No. 2226: Gipsplatte, gelocht 12/25, Rigiton 12/25 Q mit Scherff Akustikputz, 40 mm Mineralwolle",0.39,0.79,1.0,0.85,0.71,0.55,0.0
ptb_2227_gipsplatte_gelocht_12_25_rigiton_12_25_q_mit,"Rigiton 12/25 — Gipsplatte, gelocht 12/25, Rigiton 12/25 Q mit Scherff Akustikputz, 40 mm Mineralwolle",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8,0.655,ptb,"PTB No. 2227: Gipsplatte, gelocht 12/25, Rigiton 12/25 Q mit Scherff Akustikputz, 40 mm Mineralwolle",0.59,0.88,0.77,0.91,0.72,0.59,0.0
ptb_2228_gipsplatte_gelocht_20_46_rigiton_20_46,"Rigiton 20/46 — Gipsplatte, gelocht 20/46, Rigiton 20/46",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6633,0.435,ptb,"PTB No. 2228: Gipsplatte, gelocht 20/46, Rigiton 20/46",0.08,0.29,0.7,0.87,0.42,0.45,0.0
